Date,Value,League,Confidence
2020-12-15,107.0,Heist,0
2020-12-16,107.0,Heist,0
2020-12-17,108.15172,Heist,0
2020-12-18,110.0,Heist,0
2020-12-19,109.65946,Heist,0
2020-12-20,109.8728,Heist,0
2020-12-21,109.42743,Heist,0
2020-12-22,109.0,Heist,0
2020-12-23,109.0,Heist,0
2020-12-24,109.77912,Heist,0
2020-12-25,110.0,Heist,0
2020-12-26,109.98408,Heist,0
2020-12-27,110.0,Heist,0
2020-12-28,110.0,Heist,0
2020-12-29,110.0,Heist,0
2020-12-30,109.57164,Heist,0
2020-12-31,110.0,Heist,0
2021-01-01,109.97833,Heist,0
2021-01-02,110.0,Heist,0
2021-01-03,110.0,Heist,0
2021-01-04,110.0,Heist,0
2021-01-05,110.0,Heist,0
2021-01-06,110.0,Heist,0
2021-01-07,110.0,Heist,0
2021-01-08,110.0,Heist,0
2021-01-09,110.0,Heist,0
2021-01-10,111.79658,Heist,0
2021-01-11,112.0,Heist,0
2021-01-15,21.0,Ritual,0
2021-01-16,62.0,Ritual,0
2021-01-17,73.0,Ritual,0
2021-01-18,92.0,Ritual,0
2021-01-19,80.62446,Ritual,0
2021-01-20,78.0,Ritual,0
2021-01-21,80.0,Ritual,0
2021-01-22,82.0,Ritual,0
2021-01-23,82.0,Ritual,0
2021-01-24,81.0,Ritual,0
2021-01-25,81.0,Ritual,0
2021-01-26,81.0,Ritual,0
2021-01-27,81.0,Ritual,0
2021-01-28,82.0,Ritual,0
2021-01-29,81.0,Ritual,0
2021-01-30,80.0007,Ritual,0
2021-01-31,80.9679,Ritual,0
2021-02-01,82.85714,Ritual,0
2021-02-02,85.72751,Ritual,0
2021-02-03,96.0,Ritual,0
2021-02-04,99.12831,Ritual,0
2021-02-05,99.77653,Ritual,0
2021-02-06,99.9264,Ritual,0
2021-02-07,94.0,Ritual,0
2021-02-08,92.67077,Ritual,0
2021-02-09,94.74043,Ritual,0
2021-02-10,99.0,Ritual,0
2021-02-11,100.0,Ritual,0
2021-02-12,100.0,Ritual,0
2021-02-13,99.5,Ritual,0
2021-02-14,100.0,Ritual,0
2021-02-15,100.0,Ritual,0
2021-02-16,100.0,Ritual,0
2021-02-17,100.0,Ritual,0
2021-02-18,100.0,Ritual,0
2021-02-19,100.0,Ritual,0
2021-02-20,100.0,Ritual,0
2021-02-21,100.0,Ritual,0
2021-02-22,100.0,Ritual,0
2021-02-23,100.0,Ritual,0
2021-02-24,100.07585,Ritual,0
2021-02-25,100.36515,Ritual,0
2021-02-26,100.59625,Ritual,0
2021-02-27,100.6339,Ritual,0
2021-02-28,101.0,Ritual,0
2021-03-01,100.80312,Ritual,0
2021-03-02,100.5,Ritual,0
2021-03-03,101.0,Ritual,0
2021-03-04,101.0,Ritual,0
2021-03-05,101.0,Ritual,0
2021-03-06,101.0,Ritual,0
2021-03-07,100.93824,Ritual,0
2021-03-08,101.0,Ritual,0
2021-03-09,101.0,Ritual,0
2021-03-10,101.0,Ritual,0
2021-03-11,101.0,Ritual,0
2021-03-12,101.0,Ritual,0
2021-03-13,101.5,Ritual,0
2021-03-14,101.60858,Ritual,0
2021-03-15,102.0,Ritual,0
2021-03-16,102.0,Ritual,0
2021-03-17,102.0,Ritual,0
2021-03-18,101.88029,Ritual,0
2021-03-19,101.6501,Ritual,0
2021-03-20,101.979,Ritual,0
2021-03-21,101.0,Ritual,0
2021-03-22,101.0,Ritual,0
2021-03-23,101.5,Ritual,0
2021-03-24,102.0,Ritual,0
2021-03-25,102.0,Ritual,0
2021-03-26,102.0,Ritual,0
2021-03-27,102.0,Ritual,0
2021-03-28,102.0,Ritual,0
2021-03-29,102.0,Ritual,0
2021-03-30,102.0,Ritual,0
2021-03-31,102.0,Ritual,0
2021-04-01,102.0,Ritual,0
2021-04-02,102.0,Ritual,0
2021-04-03,102.0,Ritual,0
2021-04-04,102.44177,Ritual,0
2021-04-05,102.60006,Ritual,0
2021-04-06,102.0,Ritual,0
2021-04-07,103.0,Ritual,0
2021-04-08,103.0,Ritual,0
2021-04-09,103.49202,Ritual,0
2021-04-10,105.0,Ritual,0
2021-04-11,105.0204,Ritual,0
2021-04-12,105.0,Ritual,0
2021-04-17,65.0,Ultimatum,0
2021-04-18,84.0,Ultimatum,0
2021-04-19,98.55796,Ultimatum,0
2021-04-20,100.44337,Ultimatum,0
2021-04-21,109.10718,Ultimatum,0
2021-04-22,130.0,Ultimatum,0
2021-04-23,131.0,Ultimatum,0
2021-04-24,135.0,Ultimatum,0
2021-04-25,146.0,Ultimatum,0
2021-04-26,161.42504,Ultimatum,0
2021-04-27,166.0,Ultimatum,0
2021-04-28,150.81505,Ultimatum,0
2021-04-29,137.00047,Ultimatum,0
2021-04-30,146.8957,Ultimatum,0
2021-05-01,146.94591,Ultimatum,0
2021-05-02,147.65372,Ultimatum,0
2021-05-03,148.50201,Ultimatum,0
2021-05-04,150.0,Ultimatum,0
2021-05-05,152.0,Ultimatum,0
2021-05-06,153.35174,Ultimatum,0
2021-05-07,154.0,Ultimatum,0
2021-05-08,153.50838,Ultimatum,0
2021-05-09,152.78621,Ultimatum,0
2021-05-10,152.0,Ultimatum,0
2021-05-11,152.0,Ultimatum,0
2021-05-12,152.0,Ultimatum,0
2021-05-13,151.93997,Ultimatum,0
2021-05-14,151.42617,Ultimatum,0
2021-05-15,151.0,Ultimatum,0
2021-05-16,150.0,Ultimatum,0
2021-05-17,150.0,Ultimatum,0
2021-05-18,150.0,Ultimatum,0
2021-05-19,149.86072,Ultimatum,0
2021-05-20,149.73337,Ultimatum,0
2021-05-21,149.0,Ultimatum,0
2021-05-22,148.88756,Ultimatum,0
2021-05-23,147.98687,Ultimatum,0
2021-05-24,146.0,Ultimatum,0
2021-05-25,143.60036,Ultimatum,0
2021-05-26,139.94747,Ultimatum,0
2021-05-27,130.65797,Ultimatum,0
2021-05-28,126.74782,Ultimatum,0
2021-05-29,122.78643,Ultimatum,0
2021-05-30,110.99171,Ultimatum,0
2021-05-31,110.0,Ultimatum,0
2021-06-01,111.32111,Ultimatum,0
2021-06-02,112.19268,Ultimatum,0
2021-06-03,114.79263,Ultimatum,0
2021-06-04,116.0,Ultimatum,0
2021-06-05,117.0201,Ultimatum,0
2021-06-06,117.19302,Ultimatum,0
2021-06-07,118.0,Ultimatum,0
2021-06-08,118.89479,Ultimatum,0
2021-06-09,119.94738,Ultimatum,0
2021-06-10,120.0,Ultimatum,0
2021-06-11,120.0,Ultimatum,0
2021-06-12,120.64908,Ultimatum,0
2021-06-13,120.0,Ultimatum,0
2021-06-14,120.26475,Ultimatum,0
2021-06-15,120.51396,Ultimatum,0
2021-06-16,120.23082,Ultimatum,0
2021-06-17,120.0,Ultimatum,0
2021-06-18,120.0,Ultimatum,0
2021-06-19,120.0,Ultimatum,0
2021-06-20,120.0,Ultimatum,0
2021-06-21,120.0,Ultimatum,0
2021-06-22,120.0,Ultimatum,0
2021-06-23,120.0,Ultimatum,0
2021-06-24,120.0,Ultimatum,0
2021-06-25,120.0,Ultimatum,0
2021-06-26,120.0,Ultimatum,0
2021-06-27,120.0,Ultimatum,0
2021-06-28,120.0,Ultimatum,0
2021-06-29,120.0,Ultimatum,0
2021-06-30,120.0,Ultimatum,0
2021-07-01,119.98498,Ultimatum,0
2021-07-02,120.0,Ultimatum,0
2021-07-03,119.9925,Ultimatum,0
2021-07-04,119.0,Ultimatum,0
2021-07-05,118.0,Ultimatum,0
2021-07-06,115.0,Ultimatum,0
2021-07-07,109.81077,Ultimatum,0
2021-07-08,109.0,Ultimatum,0
2021-07-09,107.90001,Ultimatum,0
2021-07-10,107.0,Ultimatum,0
2021-07-11,106.17561,Ultimatum,0
2021-07-12,105.98087,Ultimatum,0
2021-07-13,106.27503,Ultimatum,0
2021-07-14,106.0,Ultimatum,0
2021-07-15,106.0,Ultimatum,0
2021-07-16,105.89479,Ultimatum,0
2021-07-17,105.6665,Ultimatum,0
2021-07-18,105.0,Ultimatum,0
2021-07-19,104.50518,Ultimatum,0
2021-07-23,50.0,Expedition,1
2021-07-24,62.0,Expedition,0
2021-07-25,72.57994,Expedition,0
2021-07-26,77.0,Expedition,0
2021-07-27,75.9145,Expedition,0
2021-07-28,75.0,Expedition,0
2021-07-29,76.0,Expedition,0
2021-07-30,80.0,Expedition,0
2021-07-31,93.13224,Expedition,0
2021-08-01,93.0,Expedition,0
2021-08-02,94.0,Expedition,0
2021-08-03,94.29842,Expedition,0
2021-08-04,95.0,Expedition,0
2021-08-05,98.56344,Expedition,0
2021-08-06,107.53504,Expedition,0
2021-08-07,110.73757,Expedition,0
2021-08-08,110.9475,Expedition,0
2021-08-09,111.48691,Expedition,0
2021-08-10,112.11809,Expedition,0
2021-08-11,115.0,Expedition,0
2021-08-12,120.25125,Expedition,0
2021-08-13,126.00205,Expedition,0
2021-08-14,129.52633,Expedition,0
2021-08-15,129.45325,Expedition,0
2021-08-16,130.0,Expedition,0
2021-08-17,130.0,Expedition,0
2021-08-18,130.0,Expedition,0
2021-08-19,130.0,Expedition,0
2021-08-20,130.0,Expedition,0
2021-08-21,130.0,Expedition,0
2021-08-22,130.86113,Expedition,0
2021-08-23,132.0,Expedition,0
2021-08-24,133.75011,Expedition,0
2021-08-25,136.25549,Expedition,0
2021-08-26,141.82505,Expedition,0
2021-08-27,144.0,Expedition,0
2021-08-28,144.63896,Expedition,0
2021-08-29,145.40283,Expedition,0
2021-08-30,145.11692,Expedition,0
2021-08-31,145.65804,Expedition,0
2021-09-01,146.0,Expedition,0
2021-09-02,147.0,Expedition,0
2021-09-03,148.0,Expedition,0
2021-09-04,150.0,Expedition,0
2021-09-05,152.0,Expedition,0
2021-09-06,154.70381,Expedition,0
2021-09-07,158.0,Expedition,0
2021-09-08,160.52094,Expedition,0
2021-09-09,165.0,Expedition,0
2021-09-10,167.00042,Expedition,0
2021-09-11,171.04927,Expedition,0
2021-09-12,170.49444,Expedition,0
2021-09-13,170.0,Expedition,0
2021-09-14,170.0,Expedition,0
2021-09-15,170.0,Expedition,0
2021-09-16,170.0,Expedition,0
2021-09-17,170.0,Expedition,0
2021-09-18,170.0,Expedition,0
2021-09-19,170.0,Expedition,0
2021-09-20,170.0,Expedition,0
2021-09-21,170.0,Expedition,0
2021-09-22,170.0,Expedition,0
2021-09-23,170.0,Expedition,0
2021-09-24,170.0,Expedition,0
2021-09-25,170.24252,Expedition,0
2021-09-26,170.33333,Expedition,0
2021-09-27,170.00037,Expedition,0
2021-09-28,170.20243,Expedition,0
2021-09-29,170.4865,Expedition,0
2021-09-30,170.17964,Expedition,0
2021-10-01,170.0,Expedition,0
2021-10-02,167.37524,Expedition,0
2021-10-03,165.0,Expedition,0
2021-10-04,148.27628,Expedition,0
2021-10-05,130.0,Expedition,0
2021-10-06,130.90954,Expedition,0
2021-10-07,133.79878,Expedition,0
2021-10-08,134.0,Expedition,0
2021-10-09,134.80838,Expedition,0
2021-10-10,133.82413,Expedition,0
2021-10-11,132.0,Expedition,0
2021-10-12,131.87506,Expedition,0
2021-10-13,130.0,Expedition,0
2021-10-14,125.8975,Expedition,0
2021-10-15,123.0,Expedition,0
2021-10-16,120.0,Expedition,0
2021-10-17,120.0,Expedition,0
2021-10-18,119.93215,Expedition,0
